记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH94003,152平米,南北,低层,简装修,有 ,平层,板楼,安宁,附件有学校,228.0万,15000.0,13.0,3,2,2
SH94004,110平米,南,中层,精装修,有 ,平层,板楼,城关,附件有学校,165.0万,15000.0,10.0,2,2,2
SH94007,93平米,南,高层,精装修,无 ,平层,钢混,城关,附件无学校,130.0万,13978.0,7.0,2,2,1
SH94010,95.69平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,196.0万,20483.0,2.0,2,1,1
SH94011,51.84平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,68.5万,13214.0,25.0,2,1,1
SH94014,91.94平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,123.5万,13433.0,20.0,3,2,1
SH94017,93平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件有学校,137.0万,14731.0,16.0,2,2,1
SH94019,107平米,南北,中层,简装修,有 ,平层,钢混,城关,附件无学校,103.0万,9626.0,5.0,3,2,1
SH94020,100平米,西南,低层,中装修,无 ,平层,钢混,城关,附件有学校,165.0万,16500.0,14.0,2,2,1
SH94021,79平米,南北,中层,简装修,无 ,平层,砖混,城关,附件无学校,79.0万,10000.0,18.0,2,1,1
SH94022,93平米,南北,低层,精装修,有 ,平层,板楼,城关,附件无学校,96.0万,10323.0,15.0,2,2,1
SH94023,109平米,西南,中层,精装修,有 ,平层,板楼,安宁,附件有学校,149.8万,13743.0,14.0,2,2,1
SH94024,62平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,79.5万,12823.0,21.0,2,1,1
SH94026,80平米,南北,高层,毛坯,有 ,平层,砖混,西固,附件无学校,67.0万,8375.0,22.0,3,1,1
SH94028,97.73平米,南北,高层,简装修,有 ,平层,板楼,安宁,附件无学校,131.0万,13404.0,7.0,3,2,1
SH94030,70平米,南北,高层,精装修,无 ,平层,板楼,城关,附件无学校,79.0万,11286.0,21.0,2,1,1
SH94032,147平米,东,中层,精装修,有 ,平层,钢混,城关,附件有学校,226.5万,15408.0,16.0,3,2,2
SH94033,85平米,南,低层,毛坯,无 ,平层,板楼,七里河,附件无学校,70.0万,8235.0,6.0,2,1,1
SH94034,53平米,南北,低层,毛坯,有 ,平层,塔板结合,城关,附件无学校,55.0万,10377.0,5.0,1,1,1
SH94038,177平米,南北,高层,精装修,有 ,平层,钢混,城关,附件无学校,228.0万,12881.0,16.0,3,2,2
SH94040,70平米,东北,中层,精装修,无 ,平层,砖混,城关,附件有学校,96.0万,13714.0,27.0,2,1,1
SH94041,157平米,南北,中层,精装修,有 ,平层,钢混,西固,附件无学校,157.0万,10000.0,11.0,4,2,2
SH94042,93.4平米,南,低层,暂无,有 ,平层,板楼,七里河,附件有学校,142.0万,15203.0,14.0,2,2,1
SH94044,86平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,46.5万,5407.0,1.0,2,2,1
SH94050,98平米,南,低层,简装修,有 ,平层,板楼,城关,附件无学校,98.0万,10000.0,2.0,3,2,1
SH94051,50平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,50.0万,10000.0,27.0,2,0,1
SH97786,93.46平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件有学校,133.0万,14231.0,16.0,2,2,1
SH94057,104平米,南北,中层,简装修,有 ,错层,板楼,安宁,附件有学校,137.0万,13173.0,16.0,2,2,1
SH94062,94平米,南北,中层,精装修,有 ,平层,板楼,榆中,附件无学校,72.0万,7660.0,2.0,3,2,2
SH94066,108.36平米,南,中层,中装修,有 ,平层,板楼,安宁,附件无学校,142.0万,13104.0,12.0,2,2,1
SH97213,59.35平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,72.0万,12131.0,20.0,2,1,1
SH94068,101.23平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,155.0万,15312.0,22.0,3,2,1
SH94069,90平米,东南,中层,简装修,无 ,平层,钢混,城关,附件有学校,132.0万,14667.0,22.0,2,2,1
SH94070,91.63平米,东西,高层,简装修,无 ,平层,板楼,城关,附件无学校,155.0万,16916.0,22.0,3,2,1
SH94072,87平米,南北,高层,中装修,无 ,平层,板楼,安宁,附件有学校,125.0万,14368.0,11.0,2,2,1
SH94075,150平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件有学校,233.0万,15533.0,13.0,3,2,2
SH94076,152平米,南北,低层,毛坯,有 ,开间,板楼,安宁,附件无学校,248.0万,16316.0,9.0,4,2,2
SH97681,105平米,西北,中层,简装修,有 ,平层,板楼,城关,附件有学校,168.0万,16000.0,14.0,2,2,1
SH94078,40平米,东北,高层,精装修,有 ,平层,钢混,城关,附件有学校,84.8万,21200.0,17.0,1,0,1
SH94079,110平米,东南,中层,中装修,有 ,平层,塔楼,城关,附件有学校,145.0万,13182.0,14.0,2,2,1
SH94081,165平米,南北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,228.0万,13818.0,2.0,4,2,2
SH94082,96.19平米,南北,低层,精装修,有 ,平层,钢混,西固,附件无学校,105.0万,10916.0,11.0,2,2,1
SH97826,106平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,135.0万,12736.0,12.0,2,2,1
SH94086,92.1平米,南,中层,精装修,有 ,平层,板楼,城关,附件有学校,140.0万,15201.0,12.0,2,1,1
SH94091,85平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,115.0万,13529.0,20.0,2,2,1
SH94100,46.73平米,西南,高层,暂无,无 ,平层,钢混,七里河,附件无学校,59.0万,12626.0,23.0,1,1,1
SH94101,110平米,东南,低层,中装修,无 ,平层,塔楼,城关,附件有学校,133.0万,12091.0,14.0,2,2,1
SH94102,117平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,165.0万,14103.0,14.0,2,2,1
SH94103,63.32平米,南,低层,精装修,无 ,平层,钢混,城关,附件有学校,83.0万,13108.0,19.0,2,1,1
SH97555,103.75平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,139.0万,13398.0,17.0,2,2,1
SH97676,108.11平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,130.0万,12025.0,16.0,3,2,1
SH94112,76.3平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,90.0万,11796.0,20.0,2,1,1
SH94116,80平米,西南,高层,精装修,有 ,平层,钢混,城关,附件有学校,67.0万,8375.0,20.0,2,1,1
SH94117,157平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,180.0万,11465.0,13.0,3,2,2
SH94119,46平米,南北,高层,简装修,无 ,平层,板楼,七里河,附件有学校,43.0万,9348.0,18.0,2,1,1
SH94120,135.5平米,东西,低层,精装修,有 ,错层,钢混,城关,附件无学校,190.0万,14022.0,17.0,2,2,2
SH97572,102.08平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,85.0万,8327.0,22.0,2,2,1
SH94123,70平米,南,中层,精装修,无 ,平层,板楼,城关,附件无学校,78.0万,11143.0,22.0,2,1,1
SH94127,97.19平米,南北,低层,精装修,有 ,平层,板楼,城关,附件无学校,114.9万,11822.0,20.0,2,2,1
SH94132,93.41平米,南北,低层,精装修,无 ,平层,板楼,城关,附件无学校,170.0万,18199.0,19.0,2,2,1
SH94133,30平米,南北,中层,简装修,无 ,平层,砖混,城关,附件有学校,35.0万,11667.0,24.0,1,0,1
SH94137,88.1平米,南北,低层,暂无,有 ,平层,板楼,城关,附件有学校,80.0万,9081.0,17.0,2,1,1
SH94138,114平米,南北,低层,中装修,有 ,平层,钢混,城关,附件无学校,104.0万,9123.0,19.0,2,2,1
SH94139,90.59平米,南,低层,精装修,无 ,平层,板楼,安宁,附件无学校,118.0万,13026.0,9.0,2,1,1
SH94140,73平米,南北,低层,中装修,无 ,平层,塔楼,安宁,附件无学校,106.5万,14589.0,21.0,2,2,1
SH94143,109平米,东南,低层,简装修,有 ,平层,塔楼,城关,附件有学校,119.0万,10917.0,14.0,2,2,1
SH94145,85.9平米,南,中层,简装修,无 ,平层,板楼,城关,附件有学校,93.0万,10827.0,20.0,2,1,1
SH94149,135平米,南北,高层,豪华装修,有 ,复式,板楼,城关,附件无学校,178.0万,13185.0,7.0,3,2,2
SH94151,136平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件有学校,186.0万,13676.0,16.0,3,2,2
SH97316,91平米,南,低层,精装修,无 ,平层,塔板结合,安宁,附件无学校,103.0万,11319.0,21.0,2,2,1
SH94153,95平米,南,低层,毛坯,无 ,平层,板楼,城关,附件有学校,110.12万,11592.0,6.0,2,2,1
SH94154,111平米,东西,低层,精装修,有 ,平层,板楼,城关,附件有学校,175.0万,15766.0,22.0,2,2,1
SH94156,88平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,93.0万,10568.0,5.0,2,2,1
SH94157,70平米,南,高层,精装修,无 ,平层,板楼,城关,附件有学校,64.0万,9143.0,22.0,2,1,1
SH94159,149平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,218.0万,14631.0,18.0,3,2,2
SH94160,78.68平米,南北,中层,简装修,有 ,平层,砖混,城关,附件有学校,83.0万,10549.0,24.0,2,1,1
SH94161,46.52平米,东南,中层,中装修,无 ,平层,板楼,城关,附件有学校,45.0万,9673.0,19.0,2,1,1
SH94162,155平米,东西,中层,简装修,无 ,平层,钢混,城关,附件无学校,188.0万,12129.0,18.0,3,2,2
SH94163,98.4平米,南北,高层,毛坯,无 ,平层,板楼,城关,附件有学校,110.0万,11179.0,3.0,2,2,1
SH94164,104平米,南,中层,简装修,有 ,平层,板楼,城关,附件无学校,118.0万,11346.0,10.0,2,2,1
SH94165,60.43平米,东北,中层,简装修,有 ,平层,塔楼,七里河,附件有学校,108.0万,17872.0,11.0,2,1,1
SH94169,85平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,168.0万,19765.0,21.0,2,2,1
SH94170,117.46平米,南北,低层,简装修,无 ,平层,板楼,七里河,附件有学校,220.0万,18730.0,14.0,4,2,3
SH94171,75.2平米,南,中层,精装修,有 ,平层,板楼,城关,附件无学校,112.0万,14894.0,11.0,2,1,1
SH94172,91.64平米,南北,低层,精装修,无 ,平层,钢混,城关,附件无学校,125.0万,13640.0,10.0,2,2,1
SH94174,94.68平米,南,高层,毛坯,有 ,平层,板楼,安宁,附件无学校,118.0万,12463.0,7.0,3,2,1
SH94178,93平米,东南,中层,简装修,无 ,平层,钢混,城关,附件有学校,130.0万,13978.0,6.0,2,2,1
SH94179,253.69平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,460.0万,18132.0,9.0,4,2,5
SH97697,69平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,95.0万,13768.0,14.0,2,1,1
SH94181,101.58平米,南北,高层,毛坯,有 ,平层,塔板结合,城关,附件无学校,125.0万,12306.0,15.0,2,2,1
SH94182,140平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件有学校,196.0万,14000.0,6.0,3,2,2
SH94183,93.82平米,南,中层,精装修,无 ,平层,钢混,安宁,附件无学校,119.0万,12684.0,7.0,3,2,1
SH94185,90平米,东,低层,精装修,无 ,平层,板楼,城关,附件有学校,168.0万,18667.0,22.0,3,2,1
SH94186,110.22平米,西南,高层,简装修,有 ,平层,钢混,城关,附件无学校,135.0万,12248.0,20.0,2,2,1
SH94189,76.34平米,东西,高层,简装修,有 ,平层,板楼,城关,附件有学校,86.0万,11265.0,19.0,2,2,1
SH94190,105.99平米,西南,高层,精装修,有 ,平层,板楼,城关,附件有学校,138.0万,13020.0,12.0,2,2,1
SH94192,84.72平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件有学校,140.0万,16525.0,4.0,2,2,1
SH94194,44平米,南,高层,精装修,有 ,平层,塔板结合,城关,附件无学校,46.0万,10455.0,5.0,1,0,1
SH97746,93.4平米,西南,中层,简装修,有 ,平层,钢混,七里河,附件有学校,144.0万,15418.0,14.0,3,2,1
SH94196,184.56平米,南北,中层,简装修,无 ,平层,板楼,城关,附件无学校,310.0万,16797.0,17.0,4,2,2
SH97362,127.87平米,南北,中层,精装修,有 ,平层,塔板结合,城关,附件无学校,137.0万,10714.0,16.0,3,2,1
SH94200,115平米,南北,中层,精装修,无 ,平层,钢混,安宁,附件无学校,119.0万,10348.0,19.0,3,2,1
SH94201,123.8平米,西南,低层,中装修,有 ,平层,钢混,城关,附件有学校,121.0万,9774.0,19.0,2,2,1
SH94202,104平米,南,低层,简装修,有 ,平层,塔板结合,安宁,附件无学校,143.8万,13827.0,12.0,2,2,2
SH94209,110平米,东南,低层,中装修,有 ,平层,塔楼,城关,附件有学校,133.0万,12091.0,14.0,2,2,1
SH94211,180平米,南北,高层,精装修,有 ,平层,钢混,城关,附件无学校,184.0万,10222.0,5.0,4,2,2
SH97673,102平米,南,高层,毛坯,有 ,平层,钢混,七里河,附件无学校,149.0万,14608.0,6.0,2,2,1
SH94213,77平米,南北,高层,简装修,无 ,平层,板楼,安宁,附件无学校,85.0万,11039.0,18.0,2,2,1
SH94214,183平米,南北,高层,毛坯,无 ,平层,钢混,城关,附件有学校,278.0万,15191.0,10.0,3,2,2
SH94215,97平米,西,低层,中装修,有 ,平层,板楼,城关,附件有学校,142.0万,14639.0,17.0,2,2,1
SH94218,114平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件无学校,115.0万,10088.0,2.0,3,2,2
SH94221,94.24平米,西南,高层,精装修,有 ,平层,板楼,安宁,附件无学校,131.0万,13901.0,8.0,2,2,1
SH97490,97.53平米,南北,中层,精装修,有 ,平层,塔板结合,城关,附件有学校,125.0万,12817.0,12.0,2,2,1
SH94224,146.52平米,南北,低层,简装修,有 ,平层,板楼,城关,附件有学校,320.0万,21840.0,10.0,3,2,2
SH94226,90平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,86.0万,9556.0,14.0,2,2,1
SH97757,55.18平米,东,高层,中装修,无 ,平层,板楼,安宁,附件有学校,62.5万,11327.0,23.0,2,1,1
SH94228,157平米,南北,高层,精装修,有 ,平层,钢混,城关,附件有学校,240.0万,15287.0,8.0,3,2,2
SH94230,143平米,南北,低层,精装修,有 ,平层,钢混,城关,附件无学校,190.0万,13287.0,7.0,3,2,1
SH94232,154.11平米,南北,高层,精装修,有 ,平层,钢混,七里河,附件有学校,205.0万,13302.0,19.0,3,2,1
SH94234,75平米,东西,低层,精装修,有 ,平层,板楼,城关,附件有学校,86.0万,11467.0,19.0,3,1,1
SH94240,82.02平米,东西,低层,中装修,无 ,平层,砖混,七里河,附件无学校,68.0万,8291.0,19.0,2,2,1
SH94243,50.58平米,东北,低层,简装修,有 ,平层,塔板结合,七里河,附件有学校,66.0万,13049.0,14.0,1,0,1
SH94244,142平米,南北,中层,精装修,无 ,平层,板楼,城关,附件有学校,171.0万,12042.0,18.0,3,2,1
SH94246,55平米,西,高层,精装修,无 ,平层,塔楼,城关,附件有学校,72.0万,13091.0,23.0,1,1,1
SH94248,60平米,南,高层,精装修,有 ,平层,钢混,安宁,附件无学校,82.0万,13667.0,7.0,1,1,1
SH94251,91.22平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,100.0万,10963.0,18.0,2,2,1
SH94254,78平米,南北,高层,中装修,无 ,平层,砖混,城关,附件有学校,134.0万,17179.0,24.0,2,1,1
SH94255,102平米,南,低层,毛坯,有 ,平层,钢混,七里河,附件无学校,142.0万,13922.0,6.0,2,2,1
SH94257,80.72平米,东西,高层,精装修,无 ,平层,板楼,安宁,附件有学校,90.0万,11150.0,17.0,2,2,1
SH94261,105平米,东南,低层,精装修,有 ,平层,板楼,城关,附件无学校,139.0万,13238.0,11.0,2,2,1
SH94265,64.2平米,东西,高层,简装修,有 ,平层,板楼,城关,附件无学校,77.0万,11994.0,19.0,2,1,1
SH94266,54平米,东西,低层,精装修,无 ,平层,板楼,七里河,附件无学校,50.0万,9259.0,2.0,2,2,2
SH94267,68.33平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,62.5万,9147.0,21.0,2,1,1
SH94268,94平米,东北,中层,精装修,有 ,平层,钢混,城关,附件无学校,123.0万,13085.0,14.0,2,2,2
SH94270,68.68平米,南北,低层,精装修,有 ,平层,钢混,城关,附件有学校,75.0万,10920.0,20.0,2,2,1
SH94271,103.38平米,西北,低层,精装修,有 ,平层,钢混,城关,附件有学校,118.5万,11463.0,17.0,2,1,1
SH97848,75平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,130.0万,17333.0,22.0,2,1,1
SH97632,60平米,东,高层,简装修,无 ,平层,板楼,城关,附件有学校,99.0万,16500.0,24.0,2,1,1
SH97595,108平米,南,低层,简装修,无 ,平层,板楼,安宁,附件无学校,145.0万,13426.0,12.0,2,2,1
SH94281,68平米,东西,高层,精装修,有 ,平层,板楼,城关,附件有学校,72.0万,10588.0,19.0,2,1,1
SH94282,177.05平米,南北,中层,中装修,有 ,平层,钢混,城关,附件无学校,228.0万,12878.0,16.0,3,2,2
SH94284,177.28平米,南北,低层,简装修,有 ,平层,板楼,城关,附件有学校,320.0万,18051.0,18.0,4,2,2
SH97451,102.71平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,135.0万,13144.0,12.0,2,2,1
SH94286,236平米,南北,高层,豪华装修,有 ,复式,板楼,安宁,附件无学校,306.8万,13000.0,12.0,5,2,4
SH94287,95平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,185.0万,19474.0,14.0,2,2,1
SH94291,86.9平米,南北,中层,中装修,无 ,平层,板楼,七里河,附件有学校,97.0万,11162.0,22.0,2,2,1
SH94293,170平米,东西,低层,精装修,无 ,平层,塔楼,城关,附件有学校,212.0万,12471.0,22.0,3,2,2
SH94294,50平米,南北,低层,简装修,无 ,平层,砖混,七里河,附件有学校,61.4万,12280.0,17.0,2,0,1
SH94296,82.93平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,98.0万,11817.0,22.0,2,1,1
SH94298,91平米,南北,中层,中装修,无 ,平层,钢混,城关,附件无学校,123.0万,13516.0,18.0,2,2,1
SH94299,51.48平米,南,低层,中装修,无 ,平层,钢混,安宁,附件无学校,84.3万,16375.0,7.0,1,1,1
SH94303,89平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,91.0万,10225.0,21.0,2,2,1
SH94304,97平米,南,中层,精装修,有 ,平层,板楼,西固,附件无学校,124.0万,12784.0,6.0,2,2,1
SH94306,141.79平米,东南,高层,简装修,有 ,平层,板楼,七里河,附件有学校,230.0万,16221.0,16.0,3,2,2
SH94308,86平米,东南,中层,简装修,无 ,平层,钢混,城关,附件有学校,95.0万,11047.0,18.0,2,2,1
SH94309,82.72平米,西北,中层,精装修,有 ,平层,板楼,城关,附件有学校,115.0万,13902.0,12.0,2,2,1
SH94310,155平米,南北,高层,精装修,有 ,平层,钢混,城关,附件有学校,205.0万,13226.0,9.0,3,2,2
SH94311,70.61平米,东北,中层,精装修,无 ,平层,板楼,城关,附件有学校,93.0万,13171.0,12.0,2,2,1
SH97630,87.85平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,115.0万,13090.0,10.0,2,1,1
SH94315,65平米,南北,中层,中装修,无 ,平层,板楼,城关,附件有学校,70.0万,10769.0,23.0,2,1,1
SH94319,89.9平米,南北,中层,精装修,有 ,平层,塔楼,西固,附件无学校,110.0万,12236.0,6.0,2,2,1
SH94320,94.5平米,西南,高层,中装修,有 ,平层,塔楼,城关,附件有学校,179.0万,18942.0,16.0,2,1,1
SH94321,94.5平米,南北,高层,精装修,有 ,平层,钢混,七里河,附件有学校,144.0万,15238.0,10.0,2,2,1
SH94322,92.7平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,130.0万,14024.0,10.0,2,1,1
SH94323,93平米,南,低层,毛坯,无 ,平层,板楼,城关,附件有学校,105.56万,11351.0,6.0,2,1,1
SH94324,52.8平米,南,高层,简装修,无 ,开间,砖混,城关,附件无学校,49.8万,9432.0,22.0,1,1,1
SH94325,94平米,南,中层,简装修,无 ,平层,板楼,城关,附件无学校,138.0万,14681.0,10.0,2,2,1
SH94326,127平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,180.0万,14173.0,10.0,3,2,2
SH97450,137.68平米,东西,低层,简装修,有 ,平层,塔楼,安宁,附件有学校,167.8万,12188.0,14.0,3,2,2
SH94334,90.59平米,南,低层,精装修,无 ,平层,板楼,安宁,附件无学校,129.0万,14240.0,9.0,2,2,1
SH94335,105平米,南,中层,精装修,有 ,平层,板楼,城关,附件有学校,120.0万,11429.0,12.0,2,2,1
SH94337,88平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,50.0万,5682.0,2.0,2,1,1
SH94339,96平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,134.0万,13958.0,8.0,2,2,1
SH94343,110平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,120.0万,10909.0,20.0,2,2,1
